player,elo_hard,elo_clay,elo_grass,form,matches_total
Karim Mohamed Maamoun,1500.0,1499.4,1500.0,0.333,9
Reda El Amrani,1500.0,1498.5,1500.0,0.4,5
Jorge Brian Panta Herreros,1500.0,1523.0,1500.0,1.0,2
Ilya Snitari,1500.0,1467.9,1500.0,0.0,2
Niki Kaliyanda Poonacha,1500.0,1500.0,1516.2,1.0,1
Roman Andres Burruchaga,1500.0,1481.4,1500.0,0.25,4
Oliver Ojakaar,1500.0,1531.3,1500.0,1.0,2
Irakli Metreveli,1500.0,1500.0,1500.0,0.0,1
Giorgi Javakhishvili,1500.0,1500.0,1500.0,0.0,1
Abdulhamid Mubarak,1500.0,1484.0,1500.0,0.0,1
Abdulrahman Alawadhi,1500.0,1484.7,1500.0,0.0,1
Ali Ghareeb,1500.0,1484.5,1500.0,0.0,1
Anis Ghorbel,1500.0,1500.0,1500.0,0.0,1
Manuel Castellanos,1500.0,1485.6,1500.0,0.0,1
Yasir Khan,1500.0,1469.5,1500.0,0.0,2
Marius Copil,1499.9,1465.1,1494.5,0.35,120
Dusan Lajovic,1499.8,1579.3,1437.0,0.45,409
Sharmal Dissanayake,1499.7,1487.6,1500.0,0.375,8
Nik Razborsek,1499.7,1500.0,1483.9,0.333,3
Mark Lajal,1499.6,1485.1,1493.6,0.286,7
Alejandro Gomez Gb42,1499.5,1500.0,1500.0,0.5,2
Antso Rakotondramanga,1499.4,1500.4,1500.0,0.5,6
Temur Ismailov,1499.3,1491.6,1500.0,0.333,3
Alen Avidzba,1499.3,1500.0,1500.0,0.5,2
Yaraslav Shyla,1499.2,1483.7,1500.0,0.429,7
Luca Van Assche,1499.1,1479.5,1472.8,0.3,61
Alejandro Falla,1499.1,1478.8,1492.3,0.35,24
Komlavi Loglo,1499.0,1500.0,1500.0,0.5,2
Harshana Godamanna,1498.9,1515.2,1500.0,0.6,5
Franko Skugor,1498.7,1461.0,1471.4,0.25,21
Ruan Roelofse,1498.4,1500.0,1500.0,0.4,5
Romain Arneodo,1498.4,1515.2,1500.0,0.5,6
Nicola Kuhn,1498.4,1484.0,1476.5,0.25,12
Rudolf Molleker,1498.4,1472.8,1492.7,0.278,18
Samir Iftikhar,1498.3,1500.0,1500.0,0.5,2
Martin Landaluce,1498.2,1446.8,1500.0,0.143,7
Nick Hardt,1498.1,1491.5,1500.0,0.375,8
Jack Sock,1497.9,1483.6,1518.9,0.35,250
Harold Mayot,1497.8,1478.3,1485.5,0.35,20
Otto Virtanen,1497.4,1477.4,1505.3,0.4,26
Maxime Janvier,1497.3,1492.1,1483.3,0.0,6
Lloyd Harris,1497.1,1456.2,1499.4,0.35,158
Ben Patael,1497.1,1483.7,1500.0,0.0,2
Finn Tearney,1496.9,1500.0,1500.0,0.2,5
Andrew Harris,1496.3,1500.0,1500.0,0.333,3
Gunawan Trismuwantara,1496.2,1500.0,1468.3,0.25,4
Leandro Riedi,1496.2,1497.8,1500.0,0.273,11
Radu Albot,1496.1,1510.4,1433.7,0.4,231
Daniel Masur,1495.9,1495.3,1484.3,0.167,6
Franco Roncadelli,1495.8,1520.1,1500.0,0.429,7
Mario Vilella Martinez,1495.8,1503.0,1500.0,0.4,10
Ayed Zatar,1495.8,1467.2,1500.0,0.2,5
Joel Schwaerzler,1495.5,1485.8,1500.0,0.0,2
Juan Alejandro Hernandez Serrano,1495.5,1500.0,1500.0,0.333,3
Ryan Harrison,1495.2,1485.1,1467.0,0.4,134
Roberto Marcora,1495.2,1496.3,1500.0,0.429,7
Arthur De Greef,1495.2,1470.2,1500.0,0.3,10
Juan Monaco,1495.1,1524.5,1493.7,0.4,75
Peter Nagy,1495.1,1498.2,1500.0,0.429,7
Gustavo Heide,1495.0,1480.6,1500.0,0.375,8
Gabor Borsos,1494.9,1490.2,1500.0,0.2,5
Kyrian Jacquet,1494.8,1500.0,1500.0,0.0,1
M Abid Ali Khan Akbar,1494.8,1494.8,1516.0,0.5,4
Omni Kumar,1494.7,1500.0,1500.0,0.4,5
Hiroki Moriya,1494.7,1500.0,1499.1,0.25,8
Nicolas Kicker,1494.4,1468.2,1497.0,0.35,48
Thiago Agustin Tirante,1494.4,1534.7,1500.0,0.471,17
Guido Andreozzi,1494.3,1479.0,1495.4,0.3,39
Sandro Ehrat,1494.2,1475.6,1500.0,0.2,5
Aristotelis Thanos,1494.1,1506.6,1500.0,0.5,4
Omar Jasika,1494.1,1500.0,1500.0,0.25,4
Cem Ilkel,1494.1,1452.0,1495.0,0.35,41
Vladyslav Orlov,1494.0,1500.0,1500.0,0.4,5
Philipp Kohlschreiber,1494.0,1501.2,1499.0,0.4,285
Frank Dancevic,1493.9,1468.7,1511.0,0.353,17
Alberto Lim,1493.7,1492.1,1500.0,0.375,8
Karlis Ozolins,1493.5,1500.0,1500.0,0.4,5
Felipe Meligeni Alves,1493.5,1483.1,1482.6,0.312,16
Marco Chiudinelli,1493.3,1465.7,1496.3,0.316,19
Laurynas Grigelis,1493.3,1500.2,1484.2,0.4,21
Ivan Endara,1493.1,1481.4,1500.0,0.333,6
Jason Kubler,1493.0,1512.9,1516.5,0.35,59
Alessandro Giannessi,1492.9,1471.4,1500.0,0.4,27
Harri Heliovaara,1492.9,1482.6,1500.0,0.462,13
James Ward,1492.7,1493.0,1448.9,0.1,27
Tommy Robredo,1492.7,1469.1,1498.2,0.3,74
Tom Kocevar Desman,1492.7,1516.5,1500.0,0.25,4
Mikael Torpegaard,1492.7,1500.0,1483.5,0.3,10
Marsel Ilhan,1492.7,1481.9,1497.7,0.4,42
Scott Griekspoor,1492.6,1500.0,1500.0,0.0,1
Kyle Edmund,1492.6,1461.2,1499.9,0.2,238
Hugo Nys,1492.6,1516.0,1500.0,0.5,2
Filip Misolic,1492.6,1508.8,1500.0,0.5,18
Florin Mergea,1492.5,1500.0,1500.0,0.0,1
Sebastian Dominko,1492.5,1485.8,1500.0,0.2,5
Carlos Taberner,1492.4,1457.4,1490.1,0.3,38
Lleyton Hewitt,1492.4,1487.0,1474.4,0.333,15
Palaphoom Kovapitukted,1492.4,1511.1,1500.0,0.5,4
Gonzalo Bueno,1492.3,1488.4,1500.0,0.333,3
Blaz Rola,1492.2,1517.4,1499.2,0.4,21
Mehdi Jdi,1492.1,1500.0,1500.0,0.0,2
Jan Zielinski,1492.1,1500.0,1500.0,0.0,1
Amr Elsayed Abdou Ahmed Mohamed,1492.1,1491.9,1500.0,0.375,8
Lamine Ouahab,1491.9,1523.9,1500.0,0.5,16
Daniil Glinka,1491.9,1500.0,1500.0,0.5,2
Maximo Gonzalez,1491.9,1452.8,1500.0,0.2,15
Horacio Zeballos,1491.8,1530.0,1445.1,0.45,93
Cedrik Marcel Stebe,1491.8,1496.5,1481.1,0.35,44
Nishesh Basavareddy,1491.8,1500.0,1500.0,0.333,3
Philip Sekulic,1491.7,1500.0,1500.0,0.333,3
Nino Serdarusic,1491.6,1473.5,1500.0,0.2,10
Kuan Yi Lee,1491.6,1500.0,1500.0,0.5,4
Wishaya Trongcharoenchaikul,1491.5,1490.2,1500.1,0.611,18
Yi Zhou,1491.4,1488.1,1500.0,0.364,11
Eduardo Nava,1491.4,1487.0,1500.0,0.0,2
Alexandros Skorilas,1491.3,1500.0,1500.0,0.5,2
Cayetano March,1491.3,1500.0,1500.0,0.5,2
Joao Domingues,1491.3,1497.9,1500.0,0.5,14
Kacper Zuk,1491.3,1489.5,1500.0,0.375,8
Petros Tsitsipas,1491.1,1490.6,1500.0,0.429,7
Alec Beckley,1491.1,1485.1,1500.0,0.0,2
Albert Montanes,1491.0,1510.8,1488.2,0.45,32
Daniil Ostapenkov,1491.0,1512.1,1500.0,0.333,3
Ruben Gonzales,1490.9,1537.3,1500.0,0.667,6
Guido Pella,1490.8,1465.6,1504.7,0.4,253
Mardy Fish,1490.7,1500.0,1500.0,0.333,6
Grega Zemlja,1490.7,1503.0,1500.0,0.375,8
Ye Cong Mo,1490.6,1500.0,1500.0,0.0,1
Jurij Rodionov,1490.6,1503.4,1491.4,0.45,44
Ignacio Buse,1490.5,1511.1,1500.0,0.5,4
Lorenzo Giustino,1490.4,1481.7,1500.0,0.125,8
Julian Lenz,1490.4,1491.9,1500.0,0.0,2
Nikola Milojevic,1490.4,1493.6,1500.0,0.417,12
Michael Bassem Sobhy,1490.3,1484.0,1500.0,0.0,2
Enzo Couacaud,1490.2,1479.6,1483.0,0.182,11
Sam Riffice,1490.2,1500.0,1500.0,0.0,1
Amine Ahouda,1490.0,1481.3,1500.0,0.25,8
Evan Furness,1489.9,1500.0,1500.0,0.0,1
Kimmer Coppejans,1489.9,1492.3,1489.9,0.2,20
Manuel Guinard,1489.8,1497.7,1500.0,0.4,10
Bruno Britez,1489.8,1499.1,1500.0,0.333,3
Kasidit Samrej,1489.8,1500.0,1500.0,0.429,7
Danilo Petrovic,1489.7,1502.2,1500.0,0.4,5
Jan Hernych,1489.7,1500.0,1493.2,0.4,5
Andreas Beck,1489.6,1482.6,1500.0,0.0,2
Matteo Martineau,1489.6,1500.0,1484.7,0.0,2
Philip Bester,1489.6,1487.8,1500.0,0.0,2
Gerardo Lopez Villasenor,1489.5,1492.0,1500.0,0.385,13
Quentin Halys,1489.5,1550.0,1522.5,0.55,97
Yunseong Chung,1489.4,1500.0,1484.6,0.0,2
Billy Harris,1489.4,1500.0,1518.0,0.533,15
David Szintai,1489.4,1500.0,1500.0,0.0,1
Duje Ajdukovic,1489.4,1496.1,1500.0,0.375,16
Antoine Bellier,1489.2,1495.5,1526.1,0.385,13
Joao Sousa,1489.0,1446.0,1451.5,0.25,372
Darwin Blanch,1488.9,1490.4,1500.0,0.0,2
Jacob Rasolondrazana,1488.8,1484.7,1500.0,0.0,2
Lukas Hellum Lilleengen,1488.8,1500.0,1500.0,0.5,2
Mohamed Safwat,1488.8,1532.7,1500.1,0.5,32
Andreja Petrovic,1488.8,1500.0,1500.0,0.0,1
Fabrice Martin,1488.7,1500.0,1484.0,0.0,2
Isaac Becroft,1488.7,1500.0,1500.0,0.0,1
Alexandre Sidorenko,1488.6,1500.0,1500.0,0.333,3
Carlos Berlocq,1488.6,1420.4,1483.4,0.2,70
Alexandre Muller,1488.6,1523.2,1510.1,0.45,66
Ki Lung Ng,1488.5,1500.0,1500.0,0.333,3
Thomaz Bellucci,1488.3,1483.8,1491.7,0.2,145
Jesus Bandres,1488.2,1500.0,1500.0,0.0,1
Adria Soriano Barrera,1488.1,1501.2,1500.0,0.333,3
Eliot Spizzirri,1488.0,1500.0,1491.7,0.25,4
Soren Hess Olesen,1488.0,1500.0,1500.0,0.4,5
Diego Schwartzman,1487.9,1478.4,1493.4,0.2,464
Ugo Nastasi,1487.8,1487.9,1500.0,0.167,6
Alejandro Gonzalez,1487.8,1496.2,1500.0,0.25,28
Alex Rybakov,1487.8,1500.0,1500.0,0.0,1
Jesse Huta Galung,1487.7,1485.0,1500.0,0.0,3
Francesco Maestrelli,1487.6,1500.0,1500.0,0.0,1
Alessandro Bega,1487.5,1500.0,1500.0,0.0,1
Patrick Kaukovalta,1487.5,1500.0,1500.0,0.0,1
Luis Patino,1487.4,1489.6,1500.0,0.3,10
Ryan Shane,1487.4,1500.0,1500.0,0.0,1
Stefano Napolitano,1487.4,1495.3,1489.1,0.3,10
Adam Neff,1487.3,1500.0,1500.0,0.0,1
Aljaz Bedene,1487.3,1532.0,1458.2,0.3,244
Alex Diaz,1487.3,1500.0,1500.0,0.5,4
Marin Draganja,1487.2,1500.0,1500.0,0.0,1
Toni Androic,1487.1,1487.9,1500.0,0.0,2
Omar Awadhy,1487.1,1500.0,1500.0,0.0,1
Joao Menezes,1487.1,1480.0,1500.0,0.0,3
Andrey Kuznetsov,1487.0,1494.2,1497.6,0.3,114
Edouard Roger-Vasselin,1486.9,1467.1,1502.2,0.35,23
Trent Bryde,1486.9,1500.0,1500.0,0.0,1
Lucas Catarina,1486.8,1498.1,1500.0,0.222,9
Yusuke Takahashi,1486.8,1500.0,1500.0,0.0,1
Tristan Schoolkate,1486.6,1500.0,1487.8,0.2,5
Jay Clarke,1486.6,1500.0,1439.5,0.154,13
George Tsivadze,1486.5,1480.6,1500.0,0.143,7
Marc Andrea Huesler,1486.5,1443.8,1466.0,0.25,83
Raymond Sarmiento,1486.5,1500.0,1500.0,0.0,1
Michael Vrbensky,1486.4,1500.0,1500.0,0.0,1
Heve Kelley,1486.4,1500.0,1500.0,0.0,1
Roberto Cid,1486.3,1493.3,1500.0,0.2,10
Lukas Mugevicius,1486.2,1511.7,1500.0,0.4,5
Bor Artnak,1486.2,1478.2,1500.0,0.333,6
Karam Hatamleh,1486.2,1500.0,1500.0,0.0,1
Christian Lindell,1486.2,1514.3,1500.0,0.375,8
Justin Lunn,1486.2,1500.0,1500.0,0.0,1
Luciano Ramazzini,1486.1,1500.0,1500.0,0.0,1
Yassine Idmbarek,1486.1,1502.4,1500.0,0.333,3
Viacheslav Bielinskyi,1486.0,1500.0,1500.0,0.333,3
Gilles Kremer,1486.0,1486.4,1500.0,0.0,2
Kevin King,1486.0,1500.0,1494.6,0.2,5
Tobias Kamke,1486.0,1493.8,1508.1,0.4,21
Henri Squire,1485.9,1504.3,1466.5,0.167,6
Christian Sigsgaard,1485.7,1500.0,1487.8,0.429,7
Sebastian Arcila,1485.7,1500.0,1500.0,0.333,3
Mate Pavic,1485.7,1500.0,1493.2,0.0,2
Yanaki Milev,1485.7,1519.8,1500.0,0.5,4
Mathias Bourgue,1485.6,1493.3,1500.0,0.167,6
Artem Dubrivnyy,1485.6,1500.0,1500.0,0.0,1
Martin Cuevas,1485.6,1484.3,1500.0,0.231,13
Ugo Blanchet,1485.5,1503.7,1500.0,0.333,3
Maxim Shin,1485.5,1500.0,1500.0,0.0,1
Illia Biloborodko,1485.5,1497.9,1500.0,0.0,2
Wojciech Marek,1485.5,1500.0,1500.0,0.0,1
Ryan Peniston,1485.5,1500.0,1486.4,0.462,13
Tim Van Rijthoven,1485.5,1500.0,1525.6,0.55,22
Spencer Newman,1485.4,1500.0,1500.0,0.0,1
Jose Rubin Statham,1485.4,1500.0,1490.0,0.235,17
Matthew Forbes,1485.4,1500.0,1500.0,0.0,1
Evgeny Karlovskiy,1485.4,1500.0,1500.0,0.0,1
Vladyslav Manafov,1485.4,1500.0,1500.0,0.0,1
Chak Lam Coleman Wong,1485.4,1500.0,1500.0,0.0,1
Bjorn Fratangelo,1485.3,1484.9,1499.7,0.3,62
Murkel Alejandro Dellien Velasco,1485.3,1495.5,1500.0,0.333,6
Nicolas Barrientos,1485.2,1504.6,1500.0,0.25,4
Gonzalo Villanueva,1485.2,1500.0,1500.0,0.0,1
Anil Yuksel,1485.1,1483.9,1500.0,0.0,2
Tao Mu,1485.0,1500.0,1500.0,0.0,1
Yousaf Khalil,1485.0,1500.0,1500.0,0.0,1
Sebastian Dominguez,1485.0,1500.0,1500.0,0.0,1
Francisco Yim Kim,1485.0,1500.0,1500.0,0.0,1
Amer Naow,1485.0,1500.0,1500.0,0.0,1
Eric Quigley,1485.0,1500.0,1500.0,0.0,1
Titouan Droguet,1484.9,1488.1,1500.0,0.25,4
Cesar Cruz,1484.8,1472.8,1500.0,0.0,4
Dmitrii Baskov,1484.8,1500.0,1500.0,0.0,1
Christoffer Konigsfeldt,1484.7,1500.0,1500.0,0.0,1
Sekou Bangoura,1484.7,1500.0,1500.0,0.0,1
Syed Mohd Agil Syed Naguib,1484.7,1500.0,1500.0,0.0,1
Andreas Bjerrehus,1484.7,1500.0,1500.0,0.0,1
Nathan Anthony Barki,1484.6,1500.0,1500.0,0.0,1
Tom Diederich,1484.6,1500.0,1500.0,0.0,1
Emilio Gomez,1484.6,1473.5,1500.0,0.35,43
Kevin Krawietz,1484.6,1500.0,1499.3,0.333,3
Max Purcell,1484.5,1464.6,1487.9,0.5,85
N Sriram Balaji,1484.5,1498.3,1513.7,0.333,3
Aziz Ouakaa,1484.5,1516.0,1500.0,0.5,2
Nicholas David Ionel,1484.5,1504.3,1500.0,0.4,5
Austin Smith,1484.5,1500.0,1500.0,0.0,1
Danylo Kalenichenko,1484.4,1500.0,1500.0,0.0,1
Caleb Chakravarthi,1484.4,1500.0,1500.0,0.0,1
Brian Shi,1484.4,1500.0,1500.0,0.0,1
Sheil Kotecha,1484.4,1500.0,1500.0,0.0,1
Rayane Roumane,1484.3,1500.0,1500.0,0.0,1
Andrea Arnaboldi,1484.3,1497.2,1491.8,0.308,13
Gian Marco Moroni,1484.3,1482.5,1500.0,0.25,4
Marko Tepavac,1484.3,1500.0,1500.0,0.0,1
Ching Lam,1484.2,1500.0,1500.0,0.0,1
Evgenii Tiurnev,1484.2,1500.0,1500.0,0.0,2
Hei Yin Andrew Li,1484.2,1500.0,1500.0,0.0,1
Hao Sheng Koay,1484.2,1500.0,1500.0,0.0,1
Lukas Klein,1484.1,1495.7,1491.7,0.45,30
Edas Butvilas,1484.1,1491.4,1493.7,0.2,5
Walid Ahouda,1484.0,1500.0,1500.0,0.0,1
Mark Chigaazira,1484.0,1500.0,1500.0,0.0,1
Amir Hossein Badi,1484.0,1500.0,1500.0,0.0,1
Andrei Ciumac,1484.0,1500.0,1500.0,0.0,1
Matavao Fanguna,1484.0,1500.0,1500.0,0.0,1
Luca Preda,1484.0,1500.0,1500.0,0.0,1
Russell Moseley,1484.0,1500.0,1500.0,0.0,1
Jack Mingjie Lin,1484.0,1500.0,1500.0,0.0,1
Soufiane El Mesbahi,1484.0,1500.0,1500.0,0.0,1
Yassir Kilani,1484.0,1500.0,1500.0,0.0,1
Roman Hassanov,1484.0,1500.0,1500.0,0.0,1
Tim Puetz,1484.0,1500.0,1500.0,0.0,1
Devin Badenhorst,1484.0,1500.0,1500.0,0.0,1
Jacob Bicknell,1484.0,1500.0,1500.0,0.0,1
Takuto Niki,1484.0,1500.0,1500.0,0.0,1
Liam Krall,1484.0,1500.0,1500.0,0.0,1
N Vijay Sundar Prashanth,1484.0,1500.0,1500.0,0.0,1
Peter August Anker,1484.0,1500.0,1500.0,0.0,1
Jose Olivares,1484.0,1479.8,1500.0,0.0,3
Cheng Yu Yu,1484.0,1500.0,1500.0,0.0,1
Michel Saade,1484.0,1500.0,1500.0,0.0,1
Rhyne Williams,1484.0,1500.0,1500.0,0.0,1
Gabriel Donev,1484.0,1500.0,1500.0,0.0,1
Chuhan Wang,1484.0,1500.0,1500.0,0.0,1
Andrej Nedic,1484.0,1476.6,1500.0,0.0,3
Arturs Lazdins,1484.0,1500.0,1500.0,0.0,1
Rafa Orantes,1484.0,1500.0,1500.0,0.0,1
Kevin Cheruiyot,1484.0,1500.0,1500.0,0.0,1
Alexis Klegou,1484.0,1500.0,1500.0,0.0,1
Marcos Lee Chan Baratau,1484.0,1500.0,1500.0,0.0,1
Karim Alayli,1484.0,1500.0,1500.0,0.0,1
Kwok Shun Dasson Chan,1484.0,1500.0,1500.0,0.0,1
Nour Nehme,1484.0,1500.0,1500.0,0.0,1
Siim Troost,1484.0,1500.0,1500.0,0.0,1
Egor Matvievici,1484.0,1500.0,1500.0,0.0,1
Hsien Yin Peng,1484.0,1500.0,1500.0,0.0,1
Jack Cheng,1484.0,1500.0,1500.0,0.0,1
Nikoloz Davlianidze,1484.0,1500.0,1500.0,0.0,1
Gabriel Flores Ruiz,1484.0,1500.0,1500.0,0.0,1
Lucky Candra Kurniawan,1484.0,1500.0,1500.0,0.0,1
Xavier Lawrence,1484.0,1500.0,1500.0,0.0,1
Julien Cagnina,1484.0,1500.0,1500.0,0.0,1
Min Kyu Song,1484.0,1500.0,1500.0,0.0,1
Hamza Karmoussi,1484.0,1500.0,1500.0,0.0,1
Sebastian Quiros,1484.0,1500.0,1500.0,0.0,1
Kyle Johnson,1483.9,1500.0,1500.0,0.0,1
Tegar Abdi Satrio Wibowo,1483.9,1500.0,1500.0,0.0,1
Michael Lammer,1483.9,1500.0,1500.0,0.0,1
Siddharth Vishwakarma,1483.8,1500.0,1500.0,0.0,1
Ulises Blanch,1483.8,1500.0,1500.0,0.0,1
Benjamin Lock,1483.8,1492.9,1500.0,0.615,13
Raul Garcia,1483.8,1500.0,1500.0,0.0,1
Aldin Setkic,1483.8,1490.7,1500.0,0.0,2
Philip Hjorth,1483.7,1500.0,1500.0,0.0,1
Muhammad Althaf Dhaifullah,1483.7,1500.0,1500.0,0.0,1
Orel Kimhi,1483.7,1500.0,1500.0,0.0,1
Adam Moundir,1483.7,1486.9,1500.0,0.25,4
Rafael Eduardo Gonzalez Retana,1483.7,1500.0,1500.0,0.0,1
Delmas Ntcha,1483.7,1500.0,1500.0,0.0,1
Juan Lugo,1483.7,1500.0,1500.0,0.0,1
Jc Aragone,1483.7,1500.0,1483.8,0.0,4
Edgars Manusis,1483.6,1500.0,1500.0,0.0,1
Dmitry Popko,1483.6,1482.6,1500.0,0.333,12
Collin Altamirano,1483.6,1500.0,1500.0,0.0,1
Andrei Soltoianu,1483.5,1500.0,1500.0,0.0,1
Nicholas Campbell,1483.5,1500.0,1500.0,0.0,1
Darko Bojanovic,1483.5,1500.0,1500.0,0.0,1
Gillian Osmont,1483.5,1500.0,1500.0,0.0,1
Jad Ballout,1483.5,1493.0,1500.0,0.0,2
Filip Peliwo,1483.5,1469.3,1500.0,0.0,3
Marcelo Demoliner,1483.4,1500.0,1500.0,0.333,3
Marcus Daniell,1483.4,1500.0,1500.0,0.0,1
Nicolae Frunza,1483.4,1500.0,1500.0,0.0,1
Federico Zeballos,1483.4,1491.3,1500.0,0.333,9
Mikelis Libietis,1483.3,1490.6,1500.0,0.25,4
Alexios Halebian,1483.3,1500.0,1500.0,0.0,1
Brydan Klein,1483.3,1500.0,1462.3,0.143,7
Emil Reinberg,1483.2,1500.0,1500.0,0.0,1
Ismael Changawa Ruwa Mzai,1483.2,1500.0,1500.0,0.0,1
Adam Hornby,1483.2,1479.7,1500.0,0.0,3
Menelaos Efstathiou,1483.2,1492.5,1500.0,0.2,5
Michael Russell,1483.2,1500.0,1500.0,0.0,1
Yuta Shimizu,1483.2,1500.0,1508.8,0.5,2
Dimitri Badra,1483.1,1500.0,1500.0,0.0,1
Dac Tien Nguyen,1483.1,1500.0,1500.0,0.0,2
Antoine Escoffier,1483.0,1500.0,1500.0,0.0,1
Juan Borba,1483.0,1495.4,1500.0,0.0,2
Jan Satral,1482.9,1490.3,1500.0,0.2,5
Frederico Ferreira Silva,1482.9,1496.0,1500.0,0.364,11
Fajing Sun,1482.9,1489.0,1500.0,0.0,2
Artem Sitak,1482.8,1500.0,1500.0,0.0,1
Antonio Veic,1482.7,1500.0,1500.0,0.0,1
Dudi Sela,1482.7,1446.9,1522.1,0.45,93
Benjamin Mitchell,1482.7,1500.0,1500.0,0.0,1
Theo Papamalamis,1482.6,1500.0,1500.0,0.0,1
Mirza Basic,1482.6,1492.9,1495.9,0.25,66
Julius Tverijonas,1482.6,1486.7,1500.0,0.0,3
Cole Gromley,1482.6,1500.0,1500.0,0.0,1
Oliver Anderson,1482.6,1500.0,1500.0,0.0,1
Alex Kuznetsov,1482.5,1500.0,1484.0,0.0,2
Alexandar Lazov,1482.5,1486.9,1500.0,0.25,4
Lucas Andriamasilalao,1482.5,1500.0,1500.0,0.0,1
Manas Dhamne,1482.5,1500.0,1500.0,0.0,1
Gonzalo Lama,1482.4,1487.1,1500.0,0.545,11
Courtney John Lock,1482.4,1500.0,1500.0,0.0,3
Kaichi Uchida,1482.4,1500.0,1509.2,0.4,5
Isak Arvidsson,1482.3,1486.1,1500.0,0.2,5
Mehluli Don Ayanda Sibanda,1482.3,1483.3,1500.0,0.0,4
Jonathan Eysseric,1482.2,1500.0,1500.0,0.0,1
Brandon Perez,1482.1,1495.5,1500.0,0.0,3
Evan King,1482.1,1500.0,1500.0,0.25,4
Stefan Kozlov,1482.1,1497.0,1468.3,0.2,33
Ante Pavic,1482.1,1500.0,1490.3,0.2,5
Francesco Passaro,1482.0,1478.0,1500.0,0.333,18
Matteo Viola,1482.0,1500.0,1490.2,0.0,2
Amir Milushev,1482.0,1500.0,1500.0,0.0,1
Clement Chidekh,1482.0,1500.0,1500.0,0.0,1
Lluis Miralles,1481.9,1500.0,1500.0,0.0,1
Kenneth Raisma,1481.9,1500.0,1500.0,0.0,2
Jan Choinski,1481.9,1494.8,1464.4,0.2,10
Nikola Mektic,1481.9,1495.0,1500.0,0.25,8
Mahammad Abid,1481.8,1498.8,1500.0,0.0,3
Facundo Mena,1481.8,1500.0,1500.0,0.0,1
Kris Van Wyk,1481.7,1500.0,1500.0,0.25,4
Vit Kopriva,1481.7,1452.9,1491.9,0.333,18
Matthew Foster Estwick,1481.6,1500.0,1500.0,0.0,2
Mattias Siimar,1481.5,1500.0,1500.0,0.0,2
Hernando Jose Escurra Isnardi,1481.4,1509.6,1500.0,0.333,3
Joao Pedro Sorgi,1481.4,1500.0,1500.0,0.333,3
Joris De Loore,1481.3,1498.3,1500.0,0.167,6
Dustin Brown,1481.2,1481.9,1491.9,0.35,89
Oleksii Krutykh,1481.1,1490.9,1500.0,0.286,7
Leonardo Mayer,1481.0,1461.7,1493.0,0.25,187
Simen Sunde Bratholm,1480.9,1500.0,1500.0,0.333,3
Minhtuan Pham,1480.8,1500.0,1500.0,0.0,3
Branko Djuric,1480.8,1500.0,1500.0,0.0,1
Thomas Fancutt,1480.7,1500.0,1500.0,0.0,1
Illya Marchenko,1480.5,1489.6,1481.7,0.3,75
Gilles Muller,1480.4,1474.5,1600.3,0.25,194
Blake Mott,1480.4,1500.0,1500.0,0.0,2
Jesper De Jong,1480.4,1497.9,1493.8,0.2,10
Dzmitry Zhyrmont,1480.3,1495.4,1500.0,0.429,7
Yuki Bhambri,1480.2,1496.7,1504.7,0.3,40
Corentin Moutet,1480.2,1523.8,1493.1,0.4,156
Simon Carr,1480.2,1500.0,1500.0,0.2,5
Andres Martin,1480.2,1500.0,1500.0,0.25,4
Petros Chrysochos,1480.1,1500.1,1500.0,0.25,8
Rodrigo Crespo Piedra,1479.9,1500.0,1500.0,0.0,2
Jarkko Nieminen,1479.8,1496.2,1481.3,0.4,33
Alexander Sarkissian,1479.8,1500.0,1500.0,0.333,6
Julian Saborio,1479.5,1500.0,1500.0,0.0,3
Maks Kasnikowski,1479.5,1500.0,1500.0,0.5,4
Michael Geerts,1479.4,1510.5,1500.0,0.333,3
Joao Souza,1478.9,1422.2,1489.9,0.1,32
Mohsen Hossein Zade,1478.8,1494.3,1500.0,0.0,3
Vaclav Safranek,1478.8,1483.2,1500.0,0.0,3
Rajeev Ram,1478.6,1494.8,1492.4,0.35,48
Nicolas Almagro,1478.6,1532.6,1489.6,0.4,105
Mike Urbanija,1478.6,1500.0,1500.0,0.0,2
Muhammad Shoaib,1478.5,1492.5,1490.8,0.167,6
Stefanos Sakellaridis,1478.4,1500.0,1500.0,0.25,4
Martin Klizan,1478.2,1511.0,1466.5,0.25,174
Juan Carlos Prado Angelo,1478.1,1516.0,1500.0,0.333,3
Luke Saville,1478.0,1500.0,1498.2,0.0,5
Kenny De Schepper,1478.0,1474.3,1495.5,0.3,31
Jabor Al Mutawa,1478.0,1500.0,1500.0,0.0,2
Denis Yevseyev,1477.9,1504.2,1500.0,0.25,4
Zura Tkemaladze,1477.9,1500.0,1500.0,0.25,4
Dimitar Kuzmanov,1477.7,1481.1,1500.0,0.45,35
Jesse Flores,1477.6,1500.0,1500.0,0.0,3
Giulio Zeppieri,1477.6,1465.2,1500.0,0.3,20
Richard Gasquet,1477.5,1450.8,1490.6,0.2,409
Strong Kirchheimer,1477.3,1500.0,1500.0,0.0,2
Michael Berrer,1477.3,1432.8,1479.0,0.35,29
Patrik Niklas Salminen,1477.2,1509.3,1500.0,0.25,4
Jaime Faria,1477.1,1472.2,1500.0,0.0,4
Vladimir Ivanov,1477.1,1500.0,1500.0,0.25,4
